"space_id","type","subtype","location","url","description","google_maps_id","closed_for_construction","name","firestoreId","longitude","latitude","amenities","archived","equipment","details"
"misc-clay-pit-ponds-state-park-preserve","misc","New York State Park","83 Nielsen Avenue","https://parks.ny.gov/parks/claypitponds/details.aspx","A nature preserve featuring diverse habitats like wetlands and forests, perfect for hiking, wildlife observation, and environmental education.","","","Clay Pit Ponds State Park Preserve","a84G4nGjgU2tVOgVIXPM","-74.226902","40.539057","","","",""
"stp-413-henry-street","stp","","413 Henry Street","","The schoolyard at P.S. 029 John M. Harrigan which is open to the public outside of school hours.","","","P.S. 029 John M. Harrigan","a860zPKaFiWfi4uGhDcq","-73.997194","40.686761","","","",""
"stp-28-essex-street","stp","","28 Essex Street","","The schoolyard at P.S. 042 Benjamin Altman which is open to the public outside of school hours.","","","P.S. 042 Benjamin Altman","a8hv8igxK7t1JUkDNYHE","-73.989144","40.715833","","","",""
"park-columbus-park","park","","55 Mulberry Street","http://www.nycgovparks.org/parks/M015/","A historic park in Manhattan's Chinatown neighborhood, this public space includes basketball courts, a playground, and a large plaza for community gatherings and events.","","","Columbus Park","aARHafy43HaGBxs7eBAX","-74.000004","40.71514","","","",""
"park-clearviews-tail","park","","209-86 Whitehall Terrace","http://www.nycgovparks.org/parks/Q387D/","A hidden urban oasis in the heart of Queens, this elevated linear park offers stunning views of the city skyline and a tranquil escape from the bustling streets below.","","","Clearview's Tail","aBTGGkRZaznmSNusObMP","-73.755635","40.724736","","","",""
"park-thorpe-family-playground","park","","407 East 183 Street","http://www.nycgovparks.org/parks/X302/","A vibrant playground located in the Fordham Heights neighborhood of Bronx, known for its sports fields, well-equipped play areas for kids, and close proximity to the St. Barnabas Hospital.","","","Thorpe Family Playground","aC0F1vSnZJsesQC2JlcC","-73.894877","40.856223","","","",""
"misc-hess-triangle","misc","","","https://chriswhong.com/open-data/in-search-of-hess-triangle-part-1/","Not really public space, but important to the developer of this app so it gets a pin. 🙂","","","Hess Triangle","aCJb4twoHPCtLNmC4NM1","-74.003067","40.7335","","","",""
"park-alice-austen-park","park","","2 Hylan Boulevard","http://www.nycgovparks.org/parks/R117/","Alice Austen Park, located along Staten Island's shoreline, offers sweeping views of New York Harbor and the Manhattan skyline, providing a peaceful setting with lush greenery surrounding the historic Alice Austen House. This scenic park invites visitors to explore both natural beauty and cultural history in a serene, waterfront environment.","","","Alice Austen Park","aFP0JXGZY6XlMvM0PYi0","-74.06294","40.615321","","","",""
"pops-delegate","pops","","301 East 45 Street","https://apops.mas.org/pops/M060064","A bustling and vibrant public plaza located in the heart of Midtown Manhattan, popular with locals and tourists alike for its iconic architecture and lively atmosphere.","","","Delegate","aFxCyGHsbwknl2vSKUB5","-73.970372","40.751775","","","",""
"stp-288-pacific-street","stp","","288 Pacific Street","","The schoolyard at P.S. 261 Zipporiah Mills which is open to the public outside of school hours.","","","P.S. 261 Zipporiah Mills","aHXfPBTyUOwTiMEegY55","-73.989045","40.687366","","","",""
"park-triborough-bridge-playground-c","park","","","http://www.nycgovparks.org/parks/Q066C/","A lively playground situated in Astoria, Queens, adjacent to the well-known Triborough Bridge, with various recreational activities for families and children to partake in.","","","Triborough Bridge Playground C","aI3OIT3NBmMvr4bFgU8V","-73.922239","40.773978","","","",""
"plaza-wyckoff-plaza","plaza","","Wyckoff between Myrtle Ave & Gates Ave","","A vibrant public space situated in Brooklyn's Bushwick neighborhood, offering a bustling farmers' market, community gatherings, and seating for all to enjoy.","","","Wyckoff Plaza","aILlLtIpFy4anlWwyrD0","-73.911482","40.699762","","","",""
"plaza-flatbush-lafayette","plaza","","Lafayette Street and Flatbush Avenue","","A small, shady plaza with tables, chairs, and umbrellas, and painted asphalt. Presumed to be a street plaza as it is in the roadway and bears the logo of the Downtown Brooklyn Partnership.","","","Street Plaza","aLxAyTIlQW4y94Epgb3m","-73.979447","40.686536","","","",""
"pops-one-lincoln-plaza","pops","","1 Lincoln Plaza","https://apops.mas.org/pops/M070014","A vibrant public space located near Lincoln Center and Central Park in the Upper West Side, featuring retail shops, dining options, and seating areas.","","","One Lincoln Plaza","aMEhAy6D5vd3BBUoxJLb","-73.981407","40.771515","","","",""
"park-rienzi-playground","park","","759 East 225 Street","http://www.nycgovparks.org/parks/X141/","A vibrant public space located in the Bronx, offering a playground, basketball courts, and a vibrant community hub for residents and visitors alike.","","","Rienzi Playground","aMUgLb8raevKCDRh3Mf8","-73.858567","40.887618","","","",""
"park-msgr-mcgolrick-park","park","","744 Nassau Avenue","http://www.nycgovparks.org/parks/B114/","A scenic public park located in Greenpoint, providing a tranquil escape with tree-filled paths, play areas, and historical landmarks centered around a beautiful grassy area.","","","Msgr. McGolrick Park","aMswzOoJCv96R6gxIYYF","-73.943354","40.724441","[""playground"",""restrooms"",""drinking_fountain"",""splash_pad"",""seating"",""dog_park"",""monument""]","","","[""trees"",""grass"",""planters"",""scenic_views""]"
"park-broad-channel-wetlands","park","","","http://www.nycgovparks.org/parks/Q478/","A peaceful and biodiverse public space situated in the vicinity of Broad Channel, NYC, providing a tranquil environment for exploring diverse wetland habitats and observing wildlife.","","","Broad Channel Wetlands","aNrA6qFNXLt9BecfXJlY","-73.822114","40.610414","","","",""
"park-roberto-clemente-ballfield","park","","513 Kent Avenue","http://www.nycgovparks.org/parks/B382A/","A vibrant community gathering spot located in the heart of Brooklyn, this public space features a well-maintained baseball field surrounded by colorful murals and playgrounds for children.","","","Roberto Clemente Ballfield","aPPND947C9vD9N5JCpyW","-73.967669","40.706353","","","",""
"park-downing-street-playground","park","","273 6 Avenue","http://www.nycgovparks.org/parks/M027/","Located at Downing Street and Avenue of the Americas in Manhattan's West Village, this is a cozy neighborhood park featuring play equipment suitable for young children. The playground is enclosed by a brick wall, providing a sense of seclusion and safety for families.","","","Downing Street Playground","aQDeOhyZPIrbvqGqOw39","-74.002713","40.729859","","","",""
"park-albemarle-playground","park","","1 Albemarle Road","http://www.nycgovparks.org/parks/B297/","A serene neighborhood park nestled in Brooklyn, close to Prospect Park, providing a green oasis with play structures for children and spaces for families to unwind.","","","Albemarle Playground","aQNwcC9hK3Nk31WiRm3o","-73.980572","40.645921","","","",""
"park-hattie-carthan-community-garden","park","","700 Marcy Avenue","http://www.nycgovparks.org/parks/B400/","A serene community garden nestled in Brooklyn's Bedford-Stuyvesant neighborhood, providing a tranquil escape for urban farming and nature enthusiasts.","","","Hattie Carthan Community Garden","aQXDs2oR5qIjjNAkLAgm","-73.948541","40.689819","","","",""
"pops-brevard","pops","","245 East 54 Street","https://apops.mas.org/pops/M060057","A tranquil urban green space located in a lively Lower Manhattan area, providing a quiet escape with verdant surroundings and cozy seating options.","","","Brevard","aS50rr2sO3kznPiHVcRK","-73.966795","40.757849","","","","[""accessible"",""trees"",""planters""]"
"pops-adams-tower","pops","","351 East 84 Street","https://apops.mas.org/pops/M080057","A residential building located on the Upper East Side of NYC, known for its iconic golden pyramid-shaped top, reflecting Art Deco architecture.","","","Adams Tower","aSUaoeY3xGj83xZQWcEf","-73.950441","40.775988","","","",""
"park-st-marks-block-association","park","","455-457 Ralph Avenue","http://www.nycgovparks.org/parks/B501/","A vibrant community garden and gathering space located in Brooklyn, with a well-known association, situated on Ralph Avenue.","","","St Mark's Block Association","aVbOVCvxA0M5AHTpKqFd","-73.921873","40.673447","","","",""
"park-imagination-playground","park","","89 South Street","http://www.nycgovparks.org/parks/M386/","A dynamic and interactive playground in the South Street Seaport neighborhood of Lower Manhattan, offering children the opportunity to build, create, and explore with oversized blue foam blocks in a vibrant setting.","","","Imagination Playground","aXHpKU88iaMMrHpStn9z","-74.004103","40.706204","","","",""
"stp-1245-washington-avenue","stp","","1245 Washington Avenue","","The schoolyard at P.S. 132 Garret A. Morgan which is open to the public outside of school hours.","","","P.S. 132 Garret A. Morgan","aY2UXgWoHfa0jiGrTMbj","-73.907198","40.831684","","","",""
"park-maggies-magic-garden","park","","1574-1576 Lexington Avenue","http://www.nycgovparks.org/parks/M327/","A vibrant community garden in East Harlem featuring colorful murals, sculptures, and greenery, providing a peaceful oasis for visitors to enjoy.","","","Maggie's Magic Garden","aYKtgPGdR4wDqjGxHyct","-73.949231","40.788806","","","",""
"stp-977-fox-street","stp","","977 Fox Street","","The schoolyard at School of Performing Arts which is open to the public outside of school hours.","","","School of Performing Arts","aZJqJWTrhGVAjL6aSKPU","-73.894368","40.821553","","","",""
"pops-650-fifth-avenue","pops","","","https://apops.mas.org/pops/M050036","A bustling outdoor plaza in the heart of Midtown Manhattan, located near a popular retail destination and surrounded by towering skyscrapers on Fifth Avenue.","","","650 Fifth Avenue","aZaht7gYWV6gSF7z2F5B","-73.976804","40.75977","","","",""
"park-o-brien-oval","park","","","http://www.nycgovparks.org/parks/X037/","A small park situated at the intersection of East Tremont Avenue and Webster Avenue in the Tremont neighborhood. Offers a green oasis amidst a heavily trafficked area, serving as a major bus transfer point.","","","O'Brien Oval","aarqaok3NDN6VB4PGSuU","-73.901318","40.847867","","","",""
"stp-93-nagle-avenue","stp","","93 Nagle Avenue","","The schoolyard at P.S. 152 Dyckman Valley which is open to the public outside of school hours.","","","P.S. 152 Dyckman Valley","abgNjCsxblh5wbJiiXjO","-73.927766","40.85954","","","",""
"park-anchorage-plaza","park","","7 Prospect Street","http://www.nycgovparks.org/parks/B223I/","A 60,000-square-foot area that currently features three sections: Old Fulton Street Yard, Washington Street Yard, and Ash Alley. While it has been closed to the public for over a decade, it is set for revitalization starting in 2025. ","","","Anchorage Plaza","adaxb0WkC89ehta8tXrv","-73.992154","40.702006","","","",""
"park-power-playground","park","","4902 Avenue N","http://www.nycgovparks.org/parks/B291/","A lively community park in Brooklyn, providing a space for outdoor play and exercise for people of all ages, situated on Avenue N.","","","Power Playground","agyikpkpIY2cs178DsJp","-73.927322","40.61813","","","",""
"park-nassau-mall-south","park","","","http://www.nycgovparks.org/parks/Q357J/","A small, triangular green space in Little Neck, Queens, featuring trees, paths, and benches.","","","Nassau Mall South","ah5KvVvtECpn5MvGx548","-73.726098","40.763146","","","",""
"park-plaut-triangle","park","","","http://www.nycgovparks.org/parks/Q073/","A small, green urban oasis located in the bustling Flushing neighborhood of Queens, providing a tranquil respite with its pleasant sitting areas, well-manicured trees, and a memorial dedicated to the neighborhood's military veterans.","","","Plaut Triangle","ajGjdRpaaffRorW7tctw","-73.797255","40.758374","","","",""
"park-sol-bloom-playground","park","","59 West 91 Street","http://www.nycgovparks.org/parks/M244/","A playground located in Manhattan's Upper West Side, providing a recreational area for families and children.","","","Sol Bloom Playground","ajsOus2kR9gVHGleniNY","-73.968774","40.78963","","","",""
"park-hook-creek-park","park","","","http://www.nycgovparks.org/parks/Q466/","A tranquil park nestled in the Rosedale neighborhood of Queens, offering walking paths, picnic spots, and a playground for families.","","","Hook Creek Park","akm0DpoXK6OY3Y10EWGX","-73.742196","40.648779","","","",""
"park-fraser-square","park","","","http://www.nycgovparks.org/parks/B173/","A popular public square in the historic financial district of a famous city, surrounded by iconic skyscrapers and visited by tourists and locals alike.","","","Fraser Square","al33H2f0EXICaB6jVa55","-73.941228","40.619971","","","",""
"pops-world-apparel-center","pops","","1411 Broadway","https://apops.mas.org/pops/M050063","Completed in 1968, this space encompasses a plaza and arcade, covering a total area of 16,443 square feet. Situated on a full block bounded by Broadway, Seventh Avenue, West 39th Street, and West 40th Street, the plaza offers an open area for pedestrians, featuring seating and access to nearby retail establishments. The design integrates seamlessly with the building's architecture, providing a welcoming environment amidst the bustling Garment District.","","","World Apparel Center","anmHh1yLiO84BXlnChzm","-73.987564","40.7542","","","",""
"park-vernam-barbadoes-peninsula","park","","","http://www.nycgovparks.org/parks/Q472/","A tranquil, grassy waterfront area situated in the heart of the Rosedale neighborhood in Queens, offering sweeping views of Hook Creek and a variety of bird life for nature lovers to enjoy.","","","Vernam Barbadoes Peninsula","anynzWCTsznGnIO56EDq","-73.806069","40.594107","","","",""
"stp-750-prospect-avenue","stp","","750 Prospect Avenue","","The schoolyard at P.S. 130 Abram Stevens Hewitt which is open to the public outside of school hours.","","","P.S. 130 Abram Stevens Hewitt","aoMB0MS1kcsHWt8dQ7vY","-73.901473","40.817803","","","",""
"plaza-gansevoort-landing","plaza","","10th Avenue between 10th Avenue & Gansevoort Street","","A waterfront park located in the Meatpacking District of NYC, providing beautiful views of the Hudson River and neighboring attractions.","","","Gansevoort Landing","apnk1Rer57U4Rs7IxSv9","-74.009607","40.739113","","","",""
"park-peter-chahales-park","park","","","http://www.nycgovparks.org/parks/Q360H/","A park nestled near the East River in the Upper East Side of NYC, providing a serene escape with green spaces, water features, and panoramic city vistas.","","","Peter Chahales Park","aqYSoCCut2fOHLrwLlLk","-73.894349","40.724857","","","",""
"park-purple-playground","park","","614 6 Avenue","http://www.nycgovparks.org/parks/B255C/","A colorful community-operated playground nestled in a vibrant New York City neighborhood, providing a creative and welcoming space for play and socializing.","","","Purple Playground","ar7lFz01yNBaw7N5OuIx","-73.989651","40.662994","","","",""
"park-mount-prospect-park","park","","","http://www.nycgovparks.org/parks/B159/","A serene park located in a historic Brooklyn neighborhood, providing picturesque cityscape vistas and ample room for picnicking and unwinding.","","","Mount Prospect Park","asGI632AxwPPKK76gVp7","-73.966644","40.671578","","","",""
"park-playground-eighty-lxxx","park","","81-51 261 Street","http://www.nycgovparks.org/parks/Q318/","At a lively park in New York City near iconic landmarks, visitors can have fun at Playground Eighty LXXX with its contemporary design and engaging play elements.","","","Playground Eighty LXXX","asfEJIWbH1eIH9POd2gi","-73.709554","40.744648","","","",""
"park-barrier-playground","park","","","http://www.nycgovparks.org/parks/Q357B01/","A playground nestled in the heart of Harlem, offering a vibrant space for children and families to enjoy recreation and greenery.","","","Barrier Playground","at2pxn4pUPLpP5axwP9o","-73.854934","40.73627","","","",""
"park-walton-walk","park","","","http://www.nycgovparks.org/parks/X148C6/","A green-spaced pathway in the South Bronx, serving as a community relaxation spot between the Grand Concourse to the west and Sheridan Expressway to the east. A hidden gem amidst an urban jungle, it offers locals a tranquil spot for walks and leisure within the densely populated neighborhood.","","","Walton Walk","avcvpUNDesFaXtLASkOO","-73.912258","40.845473","","","",""
"park-grand-slope","park","","","http://www.nycgovparks.org/parks/Q151/","A bustling outdoor staircase located in a vibrant neighborhood in New York City, offering impressive views of the surrounding area.","","","Grand Slope","avzB3CIP1Jvp36ROclfi","-73.883034","40.734436","","","",""
"pops-spofford-campus","pops","","1201 Spofford Avenue","https://apops.mas.org/pops/X020001","A historical site in Hunts Point that has been repurposed into a dynamic public space for the local community to utilize.","","","Spofford Campus","axO2jtLnVE4gr877WfVj","-73.890006","40.814348","","","",""
"misc-union-and-marcy-triangle","misc","","","","A small, triangle-shaped park in Brooklyn offering seating and greenery.","","","Union and Marcy Triangle","aytDtbxbKwQClnnvryy8","-73.950413","40.700322","[""seating""]","","[]","[]"
"park-alameda-malls","park","","","http://www.nycgovparks.org/parks/Q262/","A vibrant park with green spaces and walking paths in a bustling urban area among residential neighborhoods.","","","Alameda Malls","azCD6ELsjgSSMK6luRUs","-73.742335","40.764621","","","",""
"stp-104-sutter-ave","stp","","104 Sutter Ave.","","The schoolyard at P.S. 156 Waverly which is open to the public outside of school hours.","","","P.S. 156 Waverly","b06qDsUQvzrj3ZkLxMYa","-73.917855","40.665772","","","",""
"park-river-avenue-parks","park","","750-802 River Av","http://www.nycgovparks.org/parks/X348/","A serene park located in the lively Bronx area, featuring a picturesque waterfront walkway, beautiful green areas, and recreational amenities for local residents.","","","River Avenue Parks","b0CM68hPUDZksWBqy07e","-73.92691","40.825506","","","",""
"pops-grand-central-plaza","pops","","622 Third Avenue","https://apops.mas.org/pops/M060026","An outdoor space located near a major transportation hub in Midtown Manhattan with an open plaza, art installations, and performances.","","","Grand Central Plaza","b1FZaa3oL2Ux9Y3iKhnu","-73.975876","40.75008","","","",""
"stp-317-hoyt-street","stp","","317 Hoyt Street","","The schoolyard at P.S. 032 Samuel Mills Sprole which is open to the public outside of school hours.","","","P.S. 032 Samuel Mills Sprole","b1tnk6Oe11sl65rNInYN","-73.990556","40.680008","","","",""
"stp-2641-grand-concourse","stp","","2641 Grand Concourse","","The schoolyard at P.S. 246 Poe Center which is open to the public outside of school hours.","","","P.S. 246 Poe Center","b2ry4ftS5w4GR16WMniP","-73.895503","40.865954","","","",""
"park-taylor-playground","park","","1838 Guerlain Street","http://www.nycgovparks.org/parks/X176/","A neighborhood playground providing a variety of amenities for children and families in Harlem.","","","Taylor Playground","b3789gNsC3pLSGiDLz7T","-73.866101","40.838996","","","",""
"park-schmul-park","park","","150 Melvin Avenue","http://www.nycgovparks.org/parks/R045/","A lovely neighborhood park in New Springville, Staten Island, offering recreational amenities such as a playground, sports fields, and walking paths for local residents.","","","Schmul Park","b4WkjP2UXZWx8DWeLaS4","-74.186335","40.588946","","","",""
"park-real-good-playground","park","","99-02 Hor Harding Ep Sr S","http://www.nycgovparks.org/parks/Q357B/","A vibrant, family-friendly recreational area located in the heart of Corona, Queens, featuring unique playground equipment, an abundance of seating options, and well-kept spaces for both active play and peaceful lounging. Nearby landmarks include Flushing Meadows Corona Park and the Queens Zoo.","","","Real Good Playground","b54J6j8R5geqkYv3QXYz","-73.857345","40.735556","","","",""
"pops-30-park-place","pops","","99 Church Street","https://apops.mas.org/pops/M010054","A prominent mixed-use skyscraper in Lower Manhattan with impressive views of the Hudson River and the city skyline.","","","30 Park Place","b7LZ6FuGuIkcpej64v12","-74.009036","40.712776","","","",""
"park-newtown-playground","park","","92-02 56 Avenue","http://www.nycgovparks.org/parks/Q041/","A lively playground situated in a bustling urban neighborhood, offering colorful play structures, a sandbox, and picnic area for families to enjoy together.","","","Newtown Playground","b7v8NjbSn5O7mRWWYXka","-73.869526","40.736313","","","",""
"park-bushman-steps","park","","","http://www.nycgovparks.org/parks/M127/","A vibrant public staircase near Battery Park where street performers entertain visitors with comedic acts and musical talents.","","","Bushman Steps","b9axQim2NzO0KrohxQ3C","-73.940287","40.832132","","","",""
"pops-emigrant-savings-bank","pops","","6 East 43 Street","https://apops.mas.org/pops/M050058","A historic, neoclassical-style public space located in Midtown Manhattan, New York City, offering visitors a moment of respite in the midst of urban hustle and bustle.","","","Emigrant Savings Bank","b9pltWkt2sxEYfMiI0Cp","-73.979798","40.753507","","","",""
"park-stanley-isaacs-playground","park","","1840-1860 1 Avenue","http://www.nycgovparks.org/parks/M192/","A vibrant public park in the Upper East Side of Manhattan, close to Carl Schurz Park, offering playgrounds, sports courts, and green spaces for community enjoyment.","","","Stanley Isaacs Playground","bA7OR3L9DfRHoOyP6RSh","-73.944366","40.783086","","","",""
"stp-97-02-175-street","stp","","97-02 175 Street","","The schoolyard at P.S./I.S. 268 which is open to the public outside of school hours.","","","P.S./I.S. 268","bAlDThJ7R88sQIwAiIEK","-73.78542","40.707525","","","",""
"misc-gantry-plaza-state-park","misc","New York State Park","4-44 47th Road","https://parks.ny.gov/parks/gantryplaza/details.aspx","A picturesque park along the East River known for its iconic gantries, modern design, and stunning views of the Manhattan skyline.","","","Gantry Plaza State Park","bBPkfDxlZgn7a7HC8TrQ","-73.958068","40.746446","","","",""
"stp-725-brady-ave","stp","","725 Brady Ave.","","The schoolyard at P.S. 105 Sen Abraham Bernstein which is open to the public outside of school hours.","","","P.S. 105 Sen Abraham Bernstein","bCJor17qTEglE8GykLsz","-73.866264","40.853253","","","",""
"park-garden-of-eden","park","","1664 Weeks Avenue","http://www.nycgovparks.org/parks/X297/","A hidden gem on the Lower East Side, this community garden provides a peaceful oasis with vibrant plant life and a tranquil atmosphere.","","","Garden Of Eden","bDvlTeXPAG6ty7U5XdR7","-73.907394","40.843464","","","",""
"park-the-queen-elizabeth-ii-september-11th-garden","park","","","http://www.nycgovparks.org/parks/M212/","A tranquil park located in Lower Manhattan's Financial District, serving as a place of reflection and remembrance for the victims of the September 11th attacks.","","","The Queen Elizabeth II September 11th Garden","bGRwaegOwTaMYmR9d3ZZ","-74.009338","40.704747","","","",""
"park-alley-park","park","","231-02 67 Avenue","http://www.nycgovparks.org/parks/Q356/","A serene green space in a busy urban area, offering a peaceful garden, quiet seating spots, and an art-filled pathway.","","","Alley Park","bGwBqq8pe4OCt2roOXhC","-73.744913","40.74739","","","",""
"park-morris-jumel-ecological-education-garden","park","","457 West 162 Street","http://www.nycgovparks.org/parks/M348/","A vibrant community garden located in a historic neighborhood, providing environmental education programs and workshops for all ages.","","","Morris-Jumel Ecological Education Garden","bHlhqVdm9KpjG9ZHLt3S","-73.939116","40.835766","","","",""
"pops-domino-sugar-factory","pops","","316 Kent Avenue","https://apops.mas.org/pops/K010003","A former industrial site in Brooklyn's Williamsburg neighborhood that has been transformed into a vibrant public space with art installations, green areas, and views of the East River and Manhattan skyline.","","","Domino Park","bIQVUkUUTtlOGr9IGgOe","-73.967593","40.714472","[""seating""]","","","[""notable views"",""grass"",""trees""]"
"park-abigail-playground","park","","680 Tinton Avenue","http://www.nycgovparks.org/parks/X216/","A lively park in the heart of the Bronx, offering interactive play structures and plenty of seating for families to enjoy a day outdoors.","","","Abigail Playground","bIeLmOheFS0FW1aY38HK","-73.904642","40.817314","","","",""
"park-bildersee-playground","park","","956 Avenue J","http://www.nycgovparks.org/parks/B335/","A public space located in the East New York neighborhood of Brooklyn, offering playgrounds, sports facilities, and ample open space for recreation.","","","Bildersee Playground","bIhzszZNxTjUywGLeOdu","-73.911645","40.635667","","","",""
"pops-millenium-hilton-hotel","pops","","55 Church Street","https://apops.mas.org/pops/M010047","Located between Dey and Fulton Streets on Church Street, this urban plaza offers both open and sheltered seating areas, accented by polished granite planters with trees and comfortable ledges, while a glass-and-metal canopy divides the space, providing a weather-protected public area that, though partly dedicated to hotel use, remains accessible to all.","","","Millenium Hilton Hotel","bIk8awU8mXrAhPdHm9dL","-74.010369","40.711294","","","",""
"park-father-fagan-park","park","","","http://www.nycgovparks.org/parks/M207/","Father Fagan Park is a small triangular plaza located in Manhattan's SoHo neighborhood. The space features benches and trees, providing a quiet retreat amidst the bustling city. ","","","Father Fagan Park","bJeZ2eQ5gEm4vFkMasKm","-74.00336","40.726673","","","",""
"park-riverdale-playground","park","","660 W 237 Street","http://www.nycgovparks.org/parks/X186/","A neighborhood playground situated near the Hudson River in Riverdale, providing recreational activities for families and children.","","","Riverdale Playground","bLOOv5K6aRIlVXjYdpYI","-73.914921","40.887736","","","",""
"park-bradys-pond-park","park","","","http://www.nycgovparks.org/parks/R075G/","An urban oasis nestled in Staten Island's Grasmere neighborhood, this serene park boasts a freshwater pond, playground, and picturesque walking paths, making it an ideal spot for a peaceful stroll or family outing. The nearby Staten Island Railway station adds convenience for visitors from other boroughs.","","","Bradys Pond Park","bM5izOfNfWdFpKiNv1kk","-74.079019","40.604977","","","",""
"park-manleys-pl","park","","2539 Pitkin Avenue","http://www.nycgovparks.org/parks/B483/","A small park located on Pitkin Avenue, offering a variety of activities and space for community gatherings.","","","Manley's Pl","bMpOYHEC4TRvU33xbzac","-73.878454","40.674708","","","",""
"park-sergeant-johnson-triangle","park","","","http://www.nycgovparks.org/parks/X059/","A small but serene triangular park located in the heart of the Bronx, known for its tasteful landscaped floral beds and a welcoming sitting area for neighborhood enjoyment. Nestled among the bustling streets near the Grand Concourse, it's a tiny oasis of calm.","","","Sergeant Johnson Triangle","bNFQVJIcHuuKdTO62jhc","-73.881277","40.857934","","","",""
"park-jaime-campiz-playground","park","","15 Marcy Avenue","http://www.nycgovparks.org/parks/B223R/","A vibrant playground located in a bustling Brooklyn neighborhood, offering a variety of recreational opportunities for children and families to enjoy.","","","Jaime Campiz Playground","bNgnjzgnupSF3HBqwKMD","-73.954377","40.713543","","","",""
"park-olmsted-beil-house-park","park","","4515 Hylan Boulevard","http://www.nycgovparks.org/parks/R162/","A serene park in Staten Island with a historic home, beautiful gardens, and proximity to Conference House Park, ideal for a peaceful retreat.","","","Olmsted-Beil House Park","bOLfu2br6leoOBKub0fa","-74.157746","40.531876","","","",""
"park-dr-gertrude-b-kelly-playground","park","","317 West 16 Street","http://www.nycgovparks.org/parks/M066/","A vibrant public space located in Manhattan near High Line Park, offering a playground, basketball courts, and greenery for families and residents to enjoy outdoor activities.","","","Dr. Gertrude B. Kelly Playground","bSnGZDIn4u7nPFcNVsb8","-74.002008","40.741655","","","",""
"park-turtle-playground","park","","","http://www.nycgovparks.org/parks/Q357G/","A whimsical and charming playground located in the Upper West Side of New York City, with a giant turtle sculpture for children to enjoy.","","","Turtle Playground","bTp4SlJfKaAQonNcyGar","-73.827432","40.742139","","","",""
"park-william-f-moore-park","park","","","http://www.nycgovparks.org/parks/Q029/","A compact urban oasis located in the heart of Corona, Queens, this park features a large stone monument honoring veterans, a sprinkling of benches, a playground for the kids, and checker tables for the grown-ups. Set near the intersection of 108th Street and 51st Avenue, it's an ideal spot to unwind or engage in a friendly game of checkers.","","","William F Moore Park","bUPSPH6NOAYtkFPoeDyI","-73.855448","40.743665","","","",""
"park-throgs-neck-park","park","","","http://www.nycgovparks.org/parks/X050/","A serene waterfront park located in the neighborhood, offering stunning views of the East River and a nearby bridge.","","","Throgs Neck Park","bXbTMXFN5ymvD86VQsIF","-73.828031","40.833979","","","",""
"pops-110-wall-street","pops","","","https://apops.mas.org/pops/M010012","A historic public plaza located in Lower Manhattan with views of the Brooklyn Bridge and South Street Seaport, adjacent to the East River waterfront.","","","110 Wall Street","bZV5r9l2YAeyV3BzYI3o","-74.006355","40.70491","","","",""
"park-church-triangle","park","","","http://www.nycgovparks.org/parks/X012/","An inviting triangular plaza with benches and greenery situated in the heart of the East Village, providing a peaceful oasis for both locals and visitors.","","","Church Triangle","be08DNc2YhWiGOGr9opz","-73.850307","40.829899","","","",""
"park-waterfront-garden","park","","2008 Gildersleeve Avenue","http://www.nycgovparks.org/parks/X088A/","A peaceful retreat near the Hudson River, featuring beautiful views, green landscapes, and a calm setting for relaxation.","","","Waterfront Garden","be91dNqbCeyek547tlez","-73.850545","40.809755","","","",""
"park-ambrosini-field","park","","200 City Island Av","http://www.nycgovparks.org/parks/X253/","Ambrosini Field, located on City Island in the Bronx, serves as the island's primary public recreational area, featuring a playground with nautical-themed equipment, a baseball field, and basketball courts. Named after Anthony Abraham Ambrosini, a dedicated local coach and community figure, the park celebrates the island's maritime heritage through murals and design elements.","","","Ambrosini Field","beNpN4fPYBZcwxYZi7vq","-73.784198","40.844463","","","",""
"park-trust-triangle","park","","","http://www.nycgovparks.org/parks/B176/","A modest traffic triangle with trees and planters.","","","Trust Triangle","bgngtG7iHVqwYFH95H3A","-73.929604","40.616257","[]","","[]","[""trees""]"
"park-coffey-park","park","","85 Richards Street","http://www.nycgovparks.org/parks/B077/","A recreational area located in the Red Hook neighborhood of Brooklyn, boasting a playground, basketball courts, and plenty of green space for picnicking and relaxation.","","","Coffey Park","bhsA7wDjYoh3NRP0qrS5","-74.008463","40.677667","","","",""
"park-cypress-hills-playground","park","","","http://www.nycgovparks.org/parks/B103/","A vibrant community playground offering a wide array of recreational activities in the heart of Cypress Hills.","","","Cypress Hills Playground","bkvKIXsgjOErwnwzuumA","-73.871681","40.670444","","","",""
"park-crescent-park","park","","","http://www.nycgovparks.org/parks/X150H/","A small, peaceful green space in the Bronx, known for its lush landscape, children's playground, and sports fields, nestled between Watson Avenue and the Cross Bronx Expressway.","","","Crescent Park","bnSVjGNIdEF0tFkRDW38","-73.90212","40.879751","","","",""
"park-convent-garden","park","","481 West 151 Street","http://www.nycgovparks.org/parks/M284/","A vibrant outdoor space in Manhattan's historic Little Italy neighborhood featuring colorful umbrellas, European cafes, and artisanal food vendors.","","","Convent Garden","bqrqfQFQ8uz2ME6WROcf","-73.942678","40.828339","","","",""
